Name,Address,State,City,Phone,Email,PPN
Nalluri Nursing Home,Kothpatnam Raod  Ongole,Andhra Pradesh,Ongole,08592 - 233006,nallurinursinghome@gmail.com,No
Nandana Health Care Servicespvt Ltd,# 320/C 321/A  1st Stage  2nd Phase  West Of Chord Road  Manjunathnagar,Karnataka,Bengaluru,80-23500244/23500257,kaadehospital@gmail.com,Yes
Nandini Nursing Home,# 1586  Kr Road  Malavalli  Mandya,Karnataka,Mandya,08232 - 225114,hpgopinath@yahoo.in,No
Nanjanagud Clinic,Nanjanagud-571301,Karnataka,Nanjangud,08221 - 228217 / 228217,shekharana31@gmail.com,No
Nankem Hospital,The Nilgiris,Tamil Nadu,Coonoor,0423 - 2231550 / 9845223100,nankemnkc@yahoo.com,No
Nanthini Hospital,168  Chandra Sekaran Avenue O.M.R  Thonaipakkam,Tamil Nadu,Chennai,044 - 24580400 / 24917717,nanthinihospital@gmail.com,Yes
Narayana Gen Hospital And Narayana Sup Spl Hospital,Chinthareddipalem   Nellore  Nellore,Andhra Pradesh,Nellore,0861 - 2717963,raviangamuthu@yahoo.co.in,No
Narayana Health,Hosur Road Anekal Taluk  No. 258 / A Bommasandra Industrial Area Anekal Taluk Bangalore - 562158  Hosur Road  Anekal Taluk,Karnataka,Bengaluru,080 - 27835000,admissions@nhhospitals.org,Yes
Narayana Hospital,No. 18  Tana Stt  Purasawalkam,Tamil Nadu,Chennai,044 - 42661505 -26650899 / 64540008,narayanaahospital@yahoo.co.in,Yes
Narayana Hrudayalaya Mmi Hospital,Dhamtari Road  Lalpur,Chattisgarh,Raipur,0771 - 2419001 / 2 / 3 / 5,shailendra.singh@nhhospitals.org,No
Narayana Hrudayalaya Private Limited,Sec-28  Pratap Nagar  Sanganer,Rajasthan,Jaipur,141-7122222,tpa.jaipur@narayanahealth.org,Yes
Narayana Hrudayalaya Pvt Ltd,Basant Health Center Building  Site No. 1. Opp To Hsr Club  Hsr Layout,Karnataka,Bengaluru,080 - 71112300 / 71112223 / 71112224 / 71112223 /,tpa.hsrbp@nhhospitals.org,Yes
Narayana Multispeciality Hospital,Opp.Rakhial Police Station  Near Chakudia Mahadev  Rakhial,Gujarat,Ahmedabad,79-71222222/71222333,corporate.ahd@nhhospitals.org,Yes
Narayana Multispecialty Hospital,Andul Rd.Podrah  Howrah  Do,West Bengal,Howrah,033 - 26448888 / 89,TPACORP.NMH.HOWRAH@NHHOSPITALS.ORG,No
Narayana Multispecialty Hospital,78  Jessore Road (South)  24 Parganas  Barasat,West Bengal,Barasat,33-40363636,sumitesh.chandra@nhhospitals.org,Yes
Narayana Nethralaya 2,#258/A  Hosur Road  Bommasandra,Karnataka,Bengaluru,080 - 66660655 / 66660650,corporatenn2@narayananethralaya.com,Yes
Narendra Hospital (Cashless only for PSUs).,Kasturba Rd-5  Borivli(E)-66,Maharashtra,Mumbai,022 - 28058086,drnarendra@narendrahospital.com,Yes
Narmada Apana Hospital,Near Double Phatak  Harda Bypass Road,Madhya Pradesh,Hoshangabad,07574 - 278910,insurance@narmadaapnahospital.com,No
Nasik Healthcare And Res Centre Pvt Ltd,Dr House  Dr. Bhaba Nagar  Kaut Ghat Rd Off  Mbai-Agra Road  Nasik,Maharashtra,Nashik,0253 - 2591739 /2501885,nhrcpl@gmail.com,No
National Heart Institue,49-50  Community Centre  East Of Kailash  New Delhi.,Delhi,New Delhi,011-26414156/57/46600700/46606600/65900900/6590000,rawat.nhi.tpa@gmail.com,No
National Hospital,Matruashish M.G. Road,Maharashtra,Mumbai,22-28610098,nationalhospital0902@gmail.com,Yes
National Hospital,Indira Gandhi Road  Calicut,Kerala,Calicut,0495 - 2723061 / 2723062 / 2723063,nhmediclaim@gmail.com,No
National Hospital And Iccu,Vikas Paradise 1st Floor  Lbs Road  Mulund (W)  Mumbai,Maharashtra,Mumbai,022 - 66430743 / 22926111 / 66430500,chetanharia@hotmail.com,Yes
National Institute Of Medical Sciences,Sec.23a  Faridabad,Haryana,Faridabad,0129 - 2446565 / 2440745,nimshospitalfbd@gmail.com,Yes
Navin Hospital,Nh-3  Pocket -F   Sec -Alpha -Ii   Greater Noida,Uttar Pradesh,Noida,0120 - 2321040 / 2321050,navinhospitalgrnoida@gmail.com,Yes
Navjeevan Hospital,A-12   Pushpanjali Enclave   Pitampura,Delhi,New Delhi,011 - 27016081 / 32559123 / 9899670089,navjeevanhospital54@gmail.com,Yes
Navjeevan Hospital,Sec 17   Vashi  Navi Mumbai  Maharashtra,Maharashtra,Mumbai,022 - 27891801 / 1958,samarthhealthcareservices@gmail.com,Yes
Nayak Hospital,3367  5th Cross  Gayathrinagar,Karnataka,Bengaluru,080 - 23327111,nayakhospital27@gmail.com,Yes
Nayana Hospital (No cashless for MICS),38/08-09  Municipal Office,Karnataka,Bhadravathy,08282 - 267605,kumarswamypr@gmail.com,No
Nayyar Hospital,3  Dasondha Singh Road,Punjab,Amritsar,"2210051, 2220041, 2565082, 09814999199, 0987611220",info.nayyarhospital@gmail.com,Yes
Nazar Kanwar Surana Hospital,219/220  N.K. Surana Marg  Gulabi Bagh  Delhi - 110007,Delhi,New Delhi,011 - 30577777,tpa.nkshospital@gmail.com,Yes
Nedumchalil Trust,Vi/623 Market Po Muvattupazha,Kerala,Muvattupuzha,0485 - 2811230 / 2811367,nedumchaliltrust@gmail.com,No
Neelachal Hospitals P Ltd,A/84 Kharvel Nagar Unit-111 Bhubaneshwar,Odisha,Bhubaneswar,0674 - 2536590 / 2536592 / 91,neelanchalhospital@hotmail.com,No
Neelam Hospital And Maternity Centre,15-16 Gobind Colony  Rajpura,Punjab,Patiala,01762 - 228200 / 501250,neelamhospital@gmail.com,No
Neelkanth Hospitals Private Limited,1  Nathupur Road  Dlf City,Haryana,Gurgaon,0124 - 5063697 / 5013696,info@neelkanthhospital.com,Yes
Neha Prakash Hospital,Neha Prakash Hospital 8  6th Main Road  5th Phase  Yelahanka New Town  Bangalore - 560 064,Karnataka,Bengaluru,080 - 28565699 / 28565696,shobha217@yahoo.com,Yes
Neighbourhood Hospital,# 9 Wilson Garden House Co Operate Ltd  Kothnur Main Road.,Karnataka,Bengaluru,080-49603300/3333,neighbourhoodhospital@gmail.com,No
Nemcare Hospital,G.S.Road  Bhamgagarh,Assam,Guwahati,0361 - 2455906 / 2457344,nemcare_hospital@rediffmail.com,No
Neo Bbc New Born Childrens Hospital,D.No:1-9-1088/1  Second Floor  S.K. Mall  Vidya Nagar.,Telangana,Hyderabad,40-27663535 / 27663232,neobbc@gmail.com,Yes
Neo Life Hospital,No.14/1  Ii Cross Street  Kannan Nagar  Madlpakkam Koot Road,Tamil Nadu,Chennai,44-45989898/4556555,neolifehospital@yahoo.in,Yes
Neotia Getwel Healthcare Centre,Uttarayan  Matigara,West Bengal,Siliguri,3053000,corporate.slg@neotiahealthcare.com,No
Nephrocare Health Services Pvt Ltd,1st Floor  West Wing  Punnaiah Plaza  Above Sbi  Road Number 2  Banjara Hills  Near Jubilee Hills Check Post  Hyderabad,Telangana,Hyderabad,040 - 42408039,INSURANCE@NEPHROPLUS.COM,Yes
Neptune Superspeciality Hospital,Jai Hauman Plaza  Opp. Dns Bank  Shankara Nagar  Kalyna Shill Road  Sonarpada  Dombivli East,Maharashtra,Thane,251-2872286/ 2872287,neptune.hospital.dl@gmail.com,Yes
Nest Children Hospitals Pvt Ltd,Harsha Towers  Beside Lucid diagnostics  Karkhana Road  Secunderabad,Telangana,Hyderabad,040 - 66487817,nestchildrenshospital@gmail.com,Yes
New Bhandari Hospital,Majitha Road,Punjab,Amritsar,0183 - 2227800 / 2220300,ashokbhandan37@yahoo.com,Yes
New City Multispecialtiy Hospital,Opp. Shanieswar Temple   Kadabettu Vidyaranaya Marg  Udupi,Karnataka,Udupi,0820 - 2563131 / 32 / 33 / 34 / 35 / 36,newcityhospital@rediffmail.com,No
New Hope Medical Centre Pvt Ltd,# 814  Poonamalle High Road,Tamil Nadu,Chennai,044 - 25321532 / 43441544,newhopehospitals@gmail.com,Yes
New Life Hospital,174. Appar St. Velachery Main Road Rajakilpakkam,Tamil Nadu,Chennai,44-22282477/ 78,newlifehospital174@gmail.com,Yes
New Life Line Multi Specialty Hospital,1-1-2/1  Sai Priya Colony  Beside Old Kapra Muncipal Office  Kapra Ecil Post,Telangana,Hyderabad,040 - 64621340 / 41/42/44/45/47/48,newlifelinehospital@gmail.com,Yes
New LIfe Teja Hospital,471  M.T.H. Road  Ambattur,Tamil Nadu,Chennai,044 - 26585002 / 9841642051,doctorsaradhi@yahoo.com,No
Nichani S Hospital,7  Arthoon Road  Royampuram   Chennai,Tamil Nadu,Chennai,044 - 25954851,nichanishospital@gmail.com,Yes
Nightingale Hospital,17-1-383/N.S/3 &4  Opp Amber Biscuit Factory  Nagarjuna Sagar Rd  Hyd  Santosh Nagar Xroads,Telangana,Hyderabad,040 - 24533686,nightingalehospital2010@gmail.com,Yes
Nikitha Hospital,D.No-54-13-6  Sithammadhara Junction,Andhra Pradesh,Visakhapatnam,0891 - 2501501,drramesh@yahoo.com,No
Nimjai Halthcare Pvt Ltd,2674/A/2   Opp. Sessions Court,Maharashtra,Jalgaon,0257 - 2227141 / 2227141 / 2235141,ravindra3610@gmail,No
Nims,Nice Garden  Aralammoodu P.O  Neyyattinkara  Thiruvananthapuram-695123,Kerala,Neyyattinkara,0471 - 2223542 / 2223544 / 3951111,cashless@nimsmedicity.org,No
Niramay Hospital,Unit Of Ichalkaranji Medical & Research Centre Pvt Ltd  Mahasatta Ring Road West Of Bohra Market,Maharashtra,ICHALKARANJI,0230 - 2437517 / 18 / 19,niramayahospital@gmail.com,No
Niramaya Hospital,Plot No 5a Sector 4 Kharghar,Maharashtra,Mumbai,022 - 27747761 / 62 / 63,niramayakharghar@gmail.com,Yes
Niramaya Medical Foundation Research Centre Pvt Ltd Deshpande Hospital,Ashok Nagar Baramati,Maharashtra,Baramati,02112 - 228982 / 221906,niramayabmt@gmail.com,No
Nirmal Hospital Private Limited,Civil Char Rasta,Gujarat,Surat,0261 - 2333999,nirmalhospital@gmail.com,No
Nirmal Nursing Home,93  Ranaade Road  Shivaji Park,Maharashtra,Mumbai,022 - 24453068 / 24445948,drsatishthakur@hotmail.com,Yes
Nirmala Nursing Home,9-D/12  54  East Ramakrishna Puram,Tamil Nadu,Karur,04324 - 231085 / 236814,nnhkarur@gmail.com,No
Nisar Hospital And Maternity Home,Civil Hudco  Dist. Ahmednagar,Maharashtra,Ahmednagar,0241 - 2429802,drnisar_54@yahoo.co.in,No
Nitte Gajria Speciality Hospital(Sspd Network Hospitals),Tellar road karkala,Karnataka,Karkala,8258-298203-04,,No
Nivrithi Hospital,87  Pioneer Nagar  Coimbatore,Tamil Nadu,Coimbatore,0422 - 3200606 / 2692021,vsve@yahoo.com,No
Noble Hospital,No.4  Audiappa Street  Purasawalkam  Chennai,Tamil Nadu,Chennai,044 - 26422374,insurance@noblehospital.in,Yes
Noble Hospital,28/1  South Tukoganj  Opp.Jal Auditorium,Madhya Pradesh,Indore,0731 - 2524649 / 50 / 51,noblehospital.indore@gmail.com,Yes
Noble Hospital Pvt Ltd,# 153  Magarpatta City Road  Hadapsar,Maharashtra,Pune,020 - 66285000,mediclaim.noble@gmail.com,Yes
Noble Multi Speciality Hospital,269/1 Misroad Bhopal,Madhya Pradesh,Bhopal,4060000,contact@noblebhopal.com,No
Noble Nursing Home,Surya Flate A Tower  1st Floor,Gujarat,Vadodara,0265 - 2775605 / 2762807,suresmdaunor@yahoo.co.in,No
Noida Medicare Centre Ltd,16c  Block -E  Sector-30  Noida  Gautam Budh Nagar (Up),Uttar Pradesh,Noida,0120 - 4665555 / 2453809,tpa@nmc.co.in,Yes
Nori Multispecaility Hospital,#24/2/16-A  Nageswara Rao Pantulu Raod  Gandhi Nagar,Andhra Pradesh,Vijayawada,0866 - 2436815 / 2444747,norihospitalvja@gmail.com,No
North City Hospital And Neuro Institute Pvt Ltd,#73  Bagmari Road,West Bengal,Kolkata,033 - 23211101 / 02 / 04443,corporate.northcity@gmail.com,Yes
Nri General Hospital,Chinna Kakani(Village)  Mangalagiri(Mandal)  Guntur District,Andhra Pradesh,Guntur,08645 - 230148 / 236777 /8978669494,creditbilling@nrias.ac.in,No
Nrr Hospital,393a  Hesarghatta Main Road  Chikkasandra  Near Chikkabanavara Railway Station,Karnataka,Bengaluru,080 - 28374115 / 28374110,mmmalla299@gmail.com,Yes
Nu Hospitals Pvt Ltd,C.A.6  15th Main  11th Cross  Padmanabhanagar  Bangalore,Karnataka,Bengaluru,080 - 42489999,ACCOUNTS@NUHOSPITALS.COM,Yes
Nulife Hospital,23-Balkrishna Chs  Opp.Tilak Nagar Post Office Dombivli(E),Maharashtra,Thane,0251 - 2410140,drbbyadav@gmail.com,Yes
Nulife Hospital And Maternity Centre,1616  Outram Line  Kingsway Camp  Gtb Nagar  G.T.B Nagar,Delhi,New Delhi,11-4700555/56/57,nulifehospital@gmail.com,Yes
Nupur Nursing Home,3/4/5/A Mangalam Apt  Thakur Complex,Maharashtra,Mumbai,022 - 28540506,nupur_hospital@yahoo.com,No
Olive Hospitals,Nanal Nagar X Roads  Mehdipatnam,Telangana,Hyderabad,040 - 23512811 / 9666904072,syedali@olivehospitals.com,Yes
Om Gagangiri Hospital,102  Shubham Chs  Sector-18 Plot 77 Near Kotak Mahindra Bank  Koparkhairane,Maharashtra,Navi Mumbai,22-27546808,drprakeshshendge@gmail.com,No
Om Hospital,Commerce Center Tandon Road  Ramanagar Dombivili East Thane-421201  Ramanagar Dombivili East Thane,Maharashtra,Mumbai,022 - 2863692 / 2863955,omhospital5000@gmail.com,Yes
Om Hospital,Anjali Apartment  Vetalbaba Chowk  Shivaji Nagar  Pune,Maharashtra,Pune,020 - 25651485 / 25651253,kulkarniarvind@yahoo.com,Yes
Om Hospital,201/5  Hutatma Chowk  Alandi Road  Bhosari  Pune,Maharashtra,Pune,020 - 27128063 / 27128043,omhospital39@gmail.com,Yes
Om Navjeevan Hospital,Plot No.-2 Sector No-21  Kharghar,Maharashtra,Navi Mumbai,022 - 27740459 / 60 / 61,omnavjeevanhospital_kharghar@yahoo.com,Yes
Om Premia Hospital,56 Km Stone  Delhi -Mathura Road  Palwal  Haryana,Haryana,Palwal,01275 - 240240 / 241241 / 242607 / 242608,tpa.ompremiahospital@gmail.com,No
Om Shri Swami Samarth Hospital,Plot # 60  Pavana Nagar  Opp. Chaitany Hall  Chinchwad  Pune,Maharashtra,Pune,020 - 27355230 / 27455230,nadms3@rediffmail.com,No
Omega Hospitals,8-2-293/82/L/276a Mla Colony Road No 12 Bajara Hills,Telangana,Hyderabad,23551034,omegahospitals.in@gmail.com,Yes
Omega Hospitals Pvt Ltd,Pumpwell  Kankanady  Kankanady,Karnataka,Mangalore,0824 - 2430000 / 2431188,insuranceomega@gmail.com,No
Omkar Accident Hospital,Pune-Nashik Highway Road  Tahegaw Chowk  Tal. Chakan  Dist. Pune,Maharashtra,Chakan,020 - 56030,omkarhospital2000@yahoo.co.in,Yes
Omni Hospital,H No 11-9-46 Opp Private Market Kottapet X Roads Dikushnagar,Telangana,Hyderabad,040 - 67369999,sudheer90@yahoo.com,Yes
Omni Rk Super Speciality Hospital,Opp.Lions Club  Ram Nagar  Waltair Main Road,Andhra Pradesh,Visakhapatnam,891-3080300/3080308,billing.omnirk@omnihospitals.in,No
Op Jindal Hospital And Research Centre,Kharsia Road Raigarh,Chattisgarh,Raigarh,7762-227033/34,fopjhrc.finance@jspl.com,No
Orange City Hospital And Research Institute,19  Pandey Layout  Khamla Road - Ring Road Junction  Veer Sawarkar Square  Nagpur  Veerasamarkar Road  Nagpur,Maharashtra,Nagpur,0712 - 2238431 / 35,ochri.ngp@gmail.com,No
Orbit Speciality Hospital And Accident Centre,Western Express Highway  Opp Amar Palace Hotel Mira Road (East),Maharashtra,Thane,022 - 28454999 / 5000,drdineshshetty@yahoo.co.in,Yes
Orchid Hospital And Heart Centre,C-3/91  Janakpuri  New Delhi-110058,Delhi,New Delhi,011 - 45654565 / 66 / 45654500 / 99,orchidhospitaldelhi@gmail.com,No
Orchid Institute Of Health Care And Research Pvt Ltd,Parappanangadi Road  Panakkad Village  Down Hill Po  Ernad Taluk,Kerala,Malapuram,0483 - 2734279 / 2736369 / 2736569,orchidhospital@gmail.com,No
Orchid Medical Centre Pvt Ltd,Near Reliance Fresh  Hb Road  Ranchi,Jharkhand,Ranchi,0651 - 2219501 / 02 / 03 / 04 / 05 / 8987605933,marketing@orchidmedcentre.com,No
Orchid Multi Superspeciality Hospital,271-272  Jilha Peth,Maharashtra,JALGAON,257-2229749,ceo@orchidhospital.co.in,No
Orthoplus Hospital,Rz-B 28 Gopal Nagar Najafgarh New Delhi,Delhi,New Delhi,011 - 28012195 / 9810102908,dipte@indiatimes.com,Yes
Oswal Hospital,Cornction Road  Bangarpet,Karnataka,Bangarpet,08153 - 255481,drkoswal@yahoo.co.in,No
Oyster And Pearl Hospital Pvt Ltd,1671-75  Ganeshkhind Road  Shivajinagar  Behind Hotel Pride Executive ,Maharashtra,Pune,020 - 30205060 / 30205050,mediclaim@onphospital.org,Yes
P D Hinduja National Hospital And Medical Research Centre,Veer Savarkar Marg  Mahim,Maharashtra,Mumbai,022 - 24447543 / 24451515,tpacell@hindujahospital.com,No
P D Hinduja Sindhi Hospital,Sampangiramanagar,Karnataka,Bengaluru,080 - 22237535 / 22237117,insurance@hindujasindhihospital.com,Yes
P P M Medical Centre Pvt Ltd,127/194  W-1 Saket Nagar   Kanpur,Uttar Pradesh,Kanpur,0512 - 2601400 / 2601444,ppmkanpur01@gmail.com,No
P S Mission Hospital,Kundanoor   Maradu P.O,Kerala,Ernakulam-Cochin,484-2705383,psmhctc@yahoo.com,No
P V S Hospital,Railway Station Road Kozhikode Calicut,Kerala,Calicut,0495 - 2705045 / 30113331 / 3011222 / 9847430003,insurance@pvshospital.com,No
Paalana Institute Of Medical Sciences,Kannadi P.O  Palakkad-678701  Kerala State,Kerala,Palakkad,0491 - 2520901 / 902 / 903 / 904,paalanains@gmail.com,No
Pace Hospital,1-11-254/11/A/3/1  2  3  Motilal Nrhru Nagar  Sp Road  Begumpet,Telangana,Hyderabad,40-66171717,rajesh@pacehospitals.in,Yes
Padma Clinic And Nursing Home,753  Poonamalle High Road  Kilpauk,Tamil Nadu,Chennai,044 - 26413445,padmaclinic2010@gmail.com,No
Padmavathy Medical Foundation,Manakkara Sasthamcotta P.O Kollam-690521  Sasthamcotta,Kerala,Kollam,0476 - 2831408 / 2831487 / 2084704 / 2084701,padmavathy.corps@gmail.com,No
Pallava Hospital Ltd,19-A  First Avenue  Ashok Nagar,Tamil Nadu,Chennai,044 - 24898100 / 24895390,pallavahospital_2006@yahoo.com,Yes
Palnitkar Hospital,Shri Phal  Bhagyanagar,Maharashtra,Aurangabad,0240 - 2332745,devdatt.palnitkar@gmail.com,No
Palwal Hospital,Old G T Road  Near Agra Chowk,Haryana,Palwal,01275 - 242200 / 242500 / 250069 / 326396,palwalhospital@hotmail.com,Yes
Panacea Hospital,# 611  612  Nagarabhavi Main Road  2nd Satge Vinayaka Layout Nagarbhavi,Karnataka,Bengaluru,080 - 23011600,INSURANCE@GMHOSPITALS.IN,Yes
Panacea Meridian Hospital,H. No. 25/35/12/1  Opp. Beeramguda kaman Rc puram Bhel,Telangana,Medak,8455-241777,pmhospitals@gmail.com,No
Panacea Nursing Home,32(8)Barasat Road  (15 No.Rly.Gate)  P.O-Nonachandan Pukur  Barrackpore,West Bengal,BARRACKPORE,033 - 25928794,panaceanursinghome@yahoo.in,Yes
Panchsheel Hospital Pvt Ltd,C-3/64 A  Yamuna Vihar,Delhi,New Delhi,011 - 22914817 / 32907503,panchsheelhospital@gmail.com,Yes
Panda Medical Centre,Buxibazar Cuttack,Odisha,Cuttack,0671 - 2616992 / 2624571,padhimedicalcentre@gmail.com,No
Pandian Hospital,No.19  Mahatma Gandhi Nagar  Sriperambudur,Tamil Nadu,Sriperumbudur,044 - 27162363 / 27163676 / 9443620934,narayanan_pandian@yahoo.co.in,No
Pannalal Shyamlal Hospital,Ii F/172  Ambedkar Road  Kalka Garhi Chowk  Ghaziabad,Uttar Pradesh,Ghaziabad,0120 - 2798876 / 2798886,plslgzb@hotmail.com,No
Paramitha Childrens Hospital,Chitanyapuri Xroads  Chitanyapuri Xroads,Telangana,Hyderabad,040 - 66803278,paramithachildrenshospital@gmail.com,Yes
Paramount General Hospital And Iccu,Lakhmi Commercial Premises  Saki Naka Junction  Mumbai - 400072,Maharashtra,Mumbai,8590606 / 8590064,paramountgeneralhospital_iccu@rediffmail.com,Yes
Paramount Hospital Pvt Ltd,Mangal Pandey Road  Khalpara  P.O.-Siliguri  Dist.- Darjeeling Pin- 734 005  West Bengal.,West Bengal,Siliguri,0353 - 2500112,iagarwal.paramount@gmail.com,No
Paramount Medical Services Pvt Ltd,Paramount House  Near Rupali Theatre,Maharashtra,Raigad,022 - 27455610 / 27455611 / 27453825,paramount.hospital@yahoo.in,Yes
Paras Hmri Hospital,Raja Bazaar  Bailley Road,Bihar,Patna,612-7107700,tpapatna@parashospitals.com,No
Paras Hospital,Plot No. 130  Sector-Iv  Vaishali(Ghaziabad),Uttar Pradesh,Ghaziabad,0120 - 4624160 / 9999933586,dr.satishpratapsingh@gmail.com,Yes
Paras Hospitals,C-1  Sushant Lok  Phase-1  Sector-43  Gurgaon,Haryana,Gurgaon,0124 - 4585555 / 4049062 / 63,tpa@parashospitals.com,Yes
Parekhs Hospital,Shyamal Cross Road  132ft Ring Road,Gujarat,Ahmedabad,079 - 40219999,parekhhospital@yahoo.co.in,Yes
Parimal Hospital,Punit Marg Near Overbridge Maninagar Ahmedabad - 380008,Gujarat,Ahmedabad,079 - 65135008 / 25467145 / 25467145 / 65135008,parimalhospital@yahoo.com,Yes
Park Clinic,4  Gorky Terrace,West Bengal,Kolkata,22801986/1987,parkclinic.tpa@gmail.com,Yes
Park Hospital,J-Block Sec-10  Opposite Court Faridabad,Haryana,Faridabad,129-4200000,TPA.PARKFBD@GMAIL.COM,Yes
Park Hospital,Q Block  South City-Ii  Sohna Road,Haryana,Gurgaon,0124 - 4900000,parktpadesk@gmail.com,Yes
Parkar Hospital,828  Shivaji Nagar  Ratnagiri- 415612,Maharashtra,Ratnagiri,02352 - 222942 / 220089,phripl@gmail.com,No
Parmar Nursing Home,Bela Road  Ropar,Punjab,Ropar,01881 - 220275 / 222225,rsparmar1946@indiatimes.com,No
Parul Hospital Pvt Ltd,Hig-2  Ankur Colony  Shivagi Nagar  Bhopal,Madhya Pradesh,Bhopal,0755 - 2556669 / 5275669,parulhospital123@gmail.com,No
Parvathi Multispeciality Hospital,E-30  31 Vikrampuri Colony  Near Secundrabad Club  Secunderabad,Telangana,Hyderabad,040 - 27849244 / 27814173,chundrud@yahoo.com,No
Parvathy Ortho Hospital Private Limited,# 241  G.S.T. Road  (Near Mit)  Chromepet,Tamil Nadu,Chennai,044 - 22382748 / 22380828 / 22383456,insurance@parvathyhospital.com,Yes
Parvati Hospital Pvt Ltd,126/50-A  Jahawar Lal Nehru Road  Tagore Town  Jawaharlal Nehru Road,Uttar Pradesh,Allahabad,0532 - 2465751 / 61,parvatihospital1999@gmail.com,No
Patidar Hospital,12  Kshapnak Marg Ghasmandi Squre,Madhya Pradesh,Ujjain,0734 - 4030003 / 2519002,patidarhospital@gmail.com,No
Pavithra Hospitals Pvt Ltd,No.7  Ethiraj Swami Salai  Erukkenchery  Chennai,Tamil Nadu,Chennai,044 - 65175418,PAVITHRAHOSPITAL@GMAIL.COM,Yes
Pawana Hospital,Somatane Phata Tal. Maval Somatane,Maharashtra,Somatane,02114 - 287280,pawanabilling@gmail.com,Yes
Pawar Multispeciality Hospital And Diagnostic Centre Pvt Ltd,49/22  Balaginagar  Dhankawadi  Pune,Maharashtra,Pune,020 - 4372008 / 4373196,npawarhospital@yahoo.co.in,No
Peace Health Centre,48h/5  Bypass Road  Near New Bus Stand,Tamil Nadu,Thirunelveli,0462 - 2552137 / 2552138,peacehealthcentre@gmail.com,No
Pearl Hospital,Pearl Hospital  Pada South  Karunagappally  Kollam District  Kerala. Pin-690 518,Kerala,Kollam,0476 - 2620210 / 2620620,pearlhospitalknply@gmail.com,No
Peerless Hospital And B K Roy Research Centre,360  Panchasayar  Kolkata,West Bengal,Kolkata,033 - 24622394 / 0071 / 72 / 73,corporate@peerlesshospital.com,Yes
Pentamed Hospital,7  Local Shopping Cebntre  Derawal Nagar Ph-2,Delhi,New Delhi,011-47014701,pentamedhospital@gmail.com,Yes
